origin_h3,destination_h3,origin_lng,origin_lat,destination_lng,destination_lat,hour_of_day,is_rush_hour,day_of_week,is_weekend,is_holiday,haversine_distance_meters,baseline_distance_meters,traffic_level,is_raining,rain_level,weather_condition,baseline_eta_secs,actual_eta_secs,residual_secs
89415cb4d5bffff,89415cb4bc3ffff,105.8249,21.0049,105.814,21.0335,19,true,Sat,true,false,3375.4,4705.5,medium,false,none,clear,522,858,336
89415ca640bffff,89415cb46afffff,105.8127,21.0592,105.9035,21.0109,20,false,Sat,true,false,10846.7,16971.6,medium,true,moderate,rain,2288,2442,154
8941436945bffff,89414369647ffff,105.783,21.0167,105.7828,21.0367,9,false,Tue,false,false,2224,3010,high,true,light,rain,665,1407,742
89414368657ffff,89414369647ffff,105.747,20.9881,105.7818,21.0379,12,false,Fri,false,false,6611.5,9544.4,low,false,none,clear,791,788,-3
89415cb4987ffff,89415cb4cd7ffff,105.7991,21.0055,105.846,20.998,7,true,Tue,false,false,4939.5,6526.2,high,false,none,cloudy,1466,1968,502
89415cb4b97ffff,89415cb684bffff,105.8067,21.0238,105.8558,20.9732,16,false,Fri,false,true,7591.9,10622.2,high,false,none,clear,1681,1862,181
89415cb687bffff,89415cb4d47ffff,105.8467,20.9719,105.8175,21.0023,7,true,Sun,true,false,4540.5,5231.8,medium,false,none,cloudy,555,799,244
89415cb4193ffff,89415cb687bffff,105.868,20.9946,105.8467,20.9719,19,true,Wed,false,false,3355.8,3821,high,false,none,cloudy,902,1606,704
89415cb4cd7ffff,89415cb4e3bffff,105.846,20.998,105.8417,21.0247,1,false,Tue,false,false,3002.3,3302.9,low,false,none,clear,296,191,-105
89415cb4987ffff,89415cb687bffff,105.7991,21.0055,105.8467,20.9719,9,false,Fri,false,false,6195.1,10168,medium,false,none,cloudy,1364,1236,-128
89415cb46afffff,89415cb4cd7ffff,105.9035,21.0109,105.846,20.998,9,false,Sat,true,false,6138.8,7604.3,high,true,moderate,rain,1251,1920,669
89415cb4b0fffff,89415ca640bffff,105.8037,21.0372,105.8127,21.0592,9,false,Sat,true,false,2618.5,3588.8,low,true,moderate,rain,305,605,300
89414369617ffff,89415cb4d47ffff,105.7787,21.0282,105.8175,21.0023,6,false,Sat,true,false,4951.2,6827.8,low,false,none,clear,552,498,-54
8941436945bffff,89414369647ffff,105.783,21.0167,105.7818,21.0379,6,false,Wed,false,false,2360.6,2745.9,medium,false,none,cloudy,384,425,41
89415cb687bffff,89415cb4cd7ffff,105.8467,20.9719,105.846,20.998,7,true,Thu,false,false,2903.1,3974.9,high,false,none,clear,909,1610,701
89415cb687bffff,89415ca640bffff,105.8467,20.9719,105.8127,21.0592,18,true,Fri,false,true,10328.9,17659,high,false,none,fog,2718,3377,659
89415cb4a47ffff,89415cb687bffff,105.833,21.046,105.8467,20.9719,9,false,Fri,false,false,8361.4,11762.8,low,false,none,clear,1167,926,-241
89415cb4cd7ffff,89415cb4ba3ffff,105.846,20.998,105.8005,21.0288,12,false,Tue,false,true,5834,8279.8,medium,true,heavy,rain,895,1820,925
89415cb5dc7ffff,89415cb4b0fffff,105.8598,21.0422,105.8037,21.0372,14,false,Sun,true,false,5848.6,7337.8,medium,false,none,fog,741,701,-40
89415cb4d5bffff,89415cb5db3ffff,105.8249,21.0049,105.851,21.0359,11,false,Wed,false,false,4384.2,5379,low,false,none,cloudy,472,390,-82
89415cb4bc3ffff,89415cb4987ffff,105.814,21.0335,105.7991,21.0055,13,false,Sun,true,false,3476.4,4583.9,low,false,none,cloudy,376,60,-316
89415ca640bffff,89415ca7123ffff,105.8127,21.0592,105.8012,21.1188,21,false,Thu,false,false,6733.8,11599,medium,true,light,rain,1203,1258,55
89415cb4193ffff,89415cb5db3ffff,105.868,20.9946,105.851,21.0359,15,false,Thu,false,false,4919.7,5715.8,medium,false,none,clear,576,488,-88
89414368657ffff,89415ca640bffff,105.747,20.9881,105.8127,21.0592,17,true,Tue,false,true,10440.6,14496.1,severe,false,none,fog,5199,6830,1631
89414369647ffff,89415cb4193ffff,105.7828,21.0367,105.868,20.9946,6,false,Wed,false,false,10006.2,16231.6,high,false,none,clear,2625,2900,275
89415ca7123ffff,89415cb4b0fffff,105.8012,21.1188,105.8037,21.0372,10,false,Thu,false,false,9077.2,13808.7,medium,false,none,cloudy,1695,1706,11
89414369617ffff,89415cb4e43ffff,105.7787,21.0282,105.8522,21.0286,7,true,Mon,false,false,7628.7,13581.1,severe,false,none,clear,5418,6244,826
89415cb5dc7ffff,89415cb684bffff,105.8598,21.0422,105.8558,20.9732,8,true,Tue,false,false,7683.7,11762.5,high,false,none,clear,2187,2727,540
89415cb4ba3ffff,89415cb5db3ffff,105.8005,21.0288,105.851,21.0359,9,false,Sun,true,false,5300.4,8507.9,severe,false,none,fog,2517,3020,503
89414368657ffff,89414369647ffff,105.747,20.9881,105.7828,21.0367,18,true,Fri,false,false,6558.4,9538.8,medium,false,none,clear,988,1403,415
89415cb4bc3ffff,89415cb4e43ffff,105.814,21.0335,105.8522,21.0286,17,true,Sun,true,false,4002,4462.7,medium,false,none,cloudy,449,1034,585
89415cb4ba3ffff,89415cb684bffff,105.8005,21.0288,105.8558,20.9732,20,false,Wed,false,false,8436.7,14333.2,low,false,none,clear,1429,1382,-47
89415cb5db3ffff,89414368657ffff,105.851,21.0359,105.747,20.9881,8,true,Sun,true,false,12032.8,15056.4,high,false,none,fog,3384,4212,828
89415cb4d5bffff,89415cb4193ffff,105.8249,21.0049,105.868,20.9946,16,false,Sat,true,false,4618.5,5021.1,low,true,light,rain,397,421,24
89415cb4cd7ffff,89415cb4b97ffff,105.846,20.998,105.8067,21.0238,7,true,Mon,false,false,4987.2,5910.9,high,false,none,fog,1060,1893,833
89415cb5db3ffff,89415cb46afffff,105.851,21.0359,105.9035,21.0109,8,true,Mon,false,false,6117.3,8796.8,medium,false,none,clear,1142,1592,450
89415cb5db3ffff,89415cb687bffff,105.851,21.0359,105.8467,20.9719,22,false,Mon,false,false,7130.5,10647.7,low,true,very_heavy,storm,789,1693,904
89414369647ffff,89415cb4b97ffff,105.7828,21.0367,105.8067,21.0238,18,true,Tue,false,false,2865.4,3917.2,high,false,none,clear,599,1304,705
89415cb4e3bffff,89415cb4bc3ffff,105.8417,21.0247,105.814,21.0335,21,false,Sun,true,false,3036.9,4001.2,medium,true,light,rain,467,511,44
89415cb4bc3ffff,89415cb687bffff,105.814,21.0335,105.8467,20.9719,10,false,Fri,false,false,7644.6,10227.8,high,false,none,cloudy,1501,1767,266
894143682c3ffff,89415cb4193ffff,105.7356,20.999,105.868,20.9946,16,false,Wed,false,false,13753.4,20638.5,high,false,none,cloudy,5013,5360,347
89415cb4cd7ffff,89414369617ffff,105.846,20.998,105.7787,21.0282,9,false,Fri,false,false,7751,12703.2,medium,false,none,clear,1405,1541,136
89414369647ffff,89415cb687bffff,105.7828,21.0367,105.8467,20.9719,15,false,Sat,true,false,9793.8,16380.3,high,false,none,clear,2602,2932,330
89414369647ffff,89415cb4987ffff,105.7828,21.0367,105.7991,21.0055,19,true,Fri,false,false,3859.8,4204.4,medium,false,none,cloudy,472,591,119
89415cb4bc3ffff,89415ca640bffff,105.814,21.0335,105.8127,21.0592,17,true,Mon,false,false,2860.9,3469,medium,false,none,clear,398,679,281
89415cb5db3ffff,89415cb5dc7ffff,105.851,21.0359,105.8598,21.0422,9,false,Wed,false,false,1151,1428.5,medium,false,none,clear,199,145,-54
89415cb4e43ffff,89415cb5dc7ffff,105.8522,21.0286,105.8598,21.0422,3,false,Mon,false,false,1705.6,2014.4,low,false,none,fog,195,109,-86
89415ca640bffff,89415cb4d47ffff,105.8127,21.0592,105.8175,21.0023,21,false,Sun,true,false,6346.6,7332.6,medium,false,none,cloudy,884,1052,168
89415ca640bffff,894143682c3ffff,105.8127,21.0592,105.7356,20.999,20,false,Sun,true,false,10432.8,12731.5,medium,false,none,fog,1556,1714,158
89415cb4987ffff,89415cb4ba3ffff,105.7991,21.0055,105.8005,21.0288,14,false,Sun,true,false,2594.9,2869.1,medium,false,none,clear,387,210,-177
8941436945bffff,89415ca640bffff,105.783,21.0167,105.8127,21.0592,11,false,Fri,false,false,5642.2,8435,medium,true,heavy,rain,1065,1734,669
89415cb4d47ffff,89414369647ffff,105.8175,21.0023,105.7818,21.0379,19,true,Sun,true,false,5422.2,7057.3,high,false,none,cloudy,1190,1813,623
89415cb4cd7ffff,8941436945bffff,105.846,20.998,105.783,21.0167,13,false,Mon,false,false,6862.3,10317.5,medium,false,none,cloudy,1178,1297,119
89415cb4e3bffff,89414369617ffff,105.8417,21.0247,105.7787,21.0282,17,true,Tue,false,false,6550.4,8567.6,high,false,none,cloudy,1442,2331,889
89415cb5dc7ffff,89415cb4bc3ffff,105.8598,21.0422,105.814,21.0335,7,true,Mon,false,true,4850.7,5458.2,high,false,none,cloudy,938,1701,763
89414369617ffff,89415cb49afffff,105.7787,21.0282,105.7898,21.0093,20,false,Mon,false,false,2396.7,2620.7,high,false,none,cloudy,378,918,540
89415ca7123ffff,89415cb4e3bffff,105.8012,21.1188,105.8417,21.0247,8,true,Mon,false,false,11275.8,15171.4,high,false,none,fog,2461,2963,502
89415cb4b0fffff,89415ca7123ffff,105.8037,21.0372,105.8012,21.1188,11,false,Sun,true,false,9077.2,13124.6,medium,false,none,clear,1820,1884,64
89415cb687bffff,89415cb4193ffff,105.8467,20.9719,105.868,20.9946,5,false,Wed,false,false,3355.8,4472.4,medium,false,none,clear,526,686,160
89415cb4bc3ffff,89415cb4d5bffff,105.814,21.0335,105.8249,21.0049,19,true,Mon,false,false,3375.4,3706.1,high,false,none,cloudy,865,1836,971
89415cb49afffff,89415cb4e3bffff,105.7898,21.0093,105.8417,21.0247,8,true,Mon,false,false,5652.7,6478.8,severe,true,heavy,rain,1662,3028,1366
89414369647ffff,89415cb4987ffff,105.7828,21.0367,105.7991,21.0055,20,false,Mon,false,false,3859.8,5256.9,low,false,none,clear,383,127,-256
89415cb5db3ffff,89415cb684bffff,105.851,21.0359,105.8558,20.9732,19,true,Sat,true,false,6989.7,10221.9,low,false,none,clear,739,1141,402
89414368657ffff,89415cb4a47ffff,105.747,20.9881,105.833,21.046,19,true,Mon,false,false,11006.1,12598.2,high,false,none,cloudy,3014,3852,838
89415cb5db3ffff,89415cb4b97ffff,105.851,21.0359,105.8067,21.0238,17,true,Thu,false,false,4790.7,6411.3,high,false,none,cloudy,1271,2022,751
89415cb46afffff,89415cb5db3ffff,105.9035,21.0109,105.851,21.0359,8,true,Mon,false,false,6117.3,7481.2,severe,true,moderate,rain,3441,4699,1258
89415cb4b0fffff,89415cb4ba3ffff,105.8037,21.0372,105.8005,21.0288,19,true,Sat,true,false,991.3,1174.6,high,true,moderate,rain,191,1017,826
89415cb46afffff,89415cb49afffff,105.9035,21.0109,105.7898,21.0093,21,false,Tue,false,false,11803.7,19941.6,low,false,none,clear,1563,1511,-52
89415cb687bffff,89415cb4987ffff,105.8467,20.9719,105.7991,21.0055,11,false,Thu,false,false,6195.1,8364.3,low,false,none,clear,744,485,-259
89415cb4a47ffff,89414369647ffff,105.833,21.046,105.7818,21.0379,20,false,Thu,false,false,5389.3,7911.6,low,false,none,cloudy,762,516,-246
89415cb4b0fffff,89415cb4d5bffff,105.8037,21.0372,105.8249,21.0049,20,false,Sat,true,false,4212.1,4764.8,medium,false,none,cloudy,617,630,13
89415cb5dc7ffff,89415cb4b97ffff,105.8598,21.0422,105.8067,21.0238,16,false,Sun,true,false,5878.6,8640,medium,true,light,rain,972,1221,249
89415cb46afffff,89415cb5db3ffff,105.9035,21.0109,105.851,21.0359,20,false,Sat,true,false,6117.3,9407.4,low,false,none,cloudy,708,737,29
89414369647ffff,89415cb4d47ffff,105.7818,21.0379,105.8175,21.0023,17,true,Tue,false,false,5422.2,9405.9,severe,false,none,clear,4045,4965,920
89415cb5db3ffff,89414369617ffff,105.851,21.0359,105.7787,21.0282,13,false,Thu,false,false,7552.5,11548.3,low,true,moderate,rain,1053,1400,347
89415ca640bffff,89415cb5dc7ffff,105.8127,21.0592,105.8598,21.0422,18,true,Thu,false,false,5240.6,7135.3,medium,false,none,fog,728,1202,474
89415cb4d47ffff,89415cb4a47ffff,105.8175,21.0023,105.833,21.046,13,false,Sun,true,false,5118.6,6970,high,true,light,rain,1291,1453,162
89415cb684bffff,89414369647ffff,105.8558,20.9732,105.7818,21.0379,20,false,Tue,false,false,10524.5,16425.6,high,false,none,clear,2671,3047,376
89415cb4193ffff,89415cb4ba3ffff,105.868,20.9946,105.8005,21.0288,20,false,Fri,false,false,7972.1,9864.6,high,false,none,clear,1657,1778,121
89415cb5dc7ffff,89415cb5db3ffff,105.8598,21.0422,105.851,21.0359,15,false,Mon,false,false,1151,1426.5,low,false,none,cloudy,127,60,-67
89415cb5dc7ffff,89415ca7123ffff,105.8598,21.0422,105.8012,21.1188,13,false,Mon,false,false,10464.9,15681.2,low,true,moderate,rain,1393,1714,321
89415cb5dc7ffff,89415cb4987ffff,105.8598,21.0422,105.7991,21.0055,21,false,Thu,false,false,7506.4,13010.5,low,false,none,cloudy,1240,1324,84
89415cb4a47ffff,89415cb4987ffff,105.833,21.046,105.7991,21.0055,9,false,Sat,true,false,5714.9,8877.4,medium,false,none,clear,945,889,-56
89415cb684bffff,89415cb4ba3ffff,105.8558,20.9732,105.8005,21.0288,18,true,Sat,true,false,8436.7,9698.3,high,false,none,fog,1404,2144,740
89415cb4cd7ffff,89415cb5dc7ffff,105.846,20.998,105.8598,21.0422,17,true,Wed,false,false,5119.3,6268.3,high,false,none,clear,1548,2253,705
89415cb49afffff,89415cb687bffff,105.7898,21.0093,105.8467,20.9719,13,false,Sat,true,false,7224.2,11921.1,low,false,none,clear,856,992,136
89415cb4ba3ffff,89414368657ffff,105.8005,21.0288,105.747,20.9881,11,false,Mon,false,false,7164,9500.4,high,false,none,clear,1893,2295,402
89415ca640bffff,89414369647ffff,105.8127,21.0592,105.7818,21.0379,17,true,Mon,false,false,3986.5,4756.8,medium,false,none,cloudy,581,978,397
89415cb46afffff,89414368657ffff,105.9035,21.0109,105.747,20.9881,15,false,Wed,false,false,16442.9,27924,low,false,none,cloudy,2228,2055,-173
89415ca7123ffff,89415cb4bc3ffff,105.8012,21.1188,105.814,21.0335,9,false,Sat,true,false,9577.5,14295.6,medium,false,none,cloudy,1821,1888,67
894143682c3ffff,89415cb4b97ffff,105.7356,20.999,105.8067,21.0238,23,false,Sat,true,false,7878.7,11324.8,high,true,very_heavy,storm,2467,3862,1395
89415cb4d5bffff,89415cb4193ffff,105.8249,21.0049,105.868,20.9946,20,false,Tue,false,false,4618.5,5049.6,high,false,none,clear,867,1366,499
89414369647ffff,894143682c3ffff,105.7818,21.0379,105.7356,20.999,6,false,Thu,false,false,6458,8459.3,medium,false,none,clear,969,941,-28
89415cb4193ffff,89415cb684bffff,105.868,20.9946,105.8558,20.9732,19,true,Sat,true,false,2695.7,3650.3,high,false,none,clear,606,1467,861
89415cb687bffff,89415cb4e43ffff,105.8467,20.9719,105.8522,21.0286,18,true,Thu,false,false,6330.6,9234,high,false,none,clear,2307,3189,882
89415cb684bffff,89415cb4987ffff,105.8558,20.9732,105.7991,21.0055,18,true,Fri,false,true,6895.6,11391.1,medium,false,none,clear,1494,1952,458
89415cb4a47ffff,89414369617ffff,105.833,21.046,105.7787,21.0282,7,true,Sun,true,false,5972.9,8045.1,high,false,none,cloudy,1666,2405,739
89415cb4e43ffff,89415cb4987ffff,105.8522,21.0286,105.7991,21.0055,5,false,Thu,false,false,6080.8,7832.7,medium,false,none,clear,894,1036,142
894143682c3ffff,89415ca7123ffff,105.7356,20.999,105.8012,21.1188,6,false,Sat,true,false,14959.6,23572.6,medium,true,light,rain,2884,2924,40
89415cb4e43ffff,89415cb684bffff,105.8522,21.0286,105.8558,20.9732,16,false,Thu,false,false,6171.5,7339.2,high,false,none,fog,1536,1994,458
89415cb49afffff,89415cb5dc7ffff,105.7898,21.0093,105.8598,21.0422,10,false,Fri,false,false,8134.5,10766.6,severe,true,light,rain,3530,4237,707
89415ca640bffff,89415cb4d5bffff,105.8127,21.0592,105.8249,21.0049,18,true,Tue,false,false,6169.2,7904,medium,false,none,cloudy,1077,1447,370
89415cb4cd7ffff,89415cb4a47ffff,105.846,20.998,105.833,21.046,14,false,Thu,false,false,5505.3,9039.2,high,true,moderate,rain,2020,2630,610
894143682c3ffff,89414368657ffff,105.7356,20.999,105.747,20.9881,7,true,Wed,false,false,1694,2141.5,high,false,none,cloudy,340,1296,956
89415cb687bffff,89415cb4193ffff,105.8467,20.9719,105.868,20.9946,18,true,Tue,false,false,3355.8,4622.9,high,false,none,clear,1135,2020,885
89415cb687bffff,89414369647ffff,105.8467,20.9719,105.7828,21.0367,21,false,Tue,false,false,9793.8,13118,low,true,heavy,storm,980,1186,206
89415cb4a47ffff,8941436945bffff,105.833,21.046,105.783,21.0167,7,true,Sat,true,false,6127.3,9538.5,medium,true,moderate,rain,1151,1993,842
89415cb5dc7ffff,89415cb684bffff,105.8598,21.0422,105.8558,20.9732,17,true,Sat,true,false,7683.7,11900.6,high,false,none,fog,1929,2882,953
8941436945bffff,89415cb4b0fffff,105.783,21.0167,105.8037,21.0372,9,false,Sat,true,false,3132.4,4265.1,medium,true,moderate,rain,532,534,2
89415cb4bc3ffff,89415cb4193ffff,105.814,21.0335,105.868,20.9946,13,false,Mon,false,false,7080.1,10726.3,low,false,none,clear,921,699,-222
89415cb5dc7ffff,89415cb4b97ffff,105.8598,21.0422,105.8067,21.0238,20,false,Mon,false,false,5878.6,6933.6,medium,false,none,cloudy,731,597,-134
89415cb4e43ffff,89414369647ffff,105.8522,21.0286,105.7818,21.0379,7,true,Wed,false,false,7379.4,11666.3,severe,true,heavy,storm,5555,7147,1592
89415cb4b97ffff,89415cb684bffff,105.8067,21.0238,105.8558,20.9732,7,true,Tue,false,false,7591.9,8780.9,high,false,none,clear,2162,2945,783
89415cb4ba3ffff,89415cb4e43ffff,105.8005,21.0288,105.8522,21.0286,13,false,Wed,false,false,5366,8710.8,medium,false,none,cloudy,882,727,-155
89415cb4d47ffff,89414369647ffff,105.8175,21.0023,105.7818,21.0379,21,false,Thu,false,false,5422.2,9184.5,medium,true,light,rain,989,1322,333
89415cb687bffff,89415cb4ba3ffff,105.8467,20.9719,105.8005,21.0288,21,false,Tue,false,false,7939.3,10654.9,medium,false,none,clear,1164,1081,-83
89415cb4cd7ffff,89414369647ffff,105.846,20.998,105.7828,21.0367,10,false,Mon,false,false,7845.5,10886.7,low,false,none,cloudy,780,636,-144
89415cb4cd7ffff,89415cb4b0fffff,105.846,20.998,105.8037,21.0372,14,false,Sat,true,false,6186.8,10956.4,low,false,none,clear,948,815,-133
89415cb4193ffff,89415cb4d47ffff,105.868,20.9946,105.8175,21.0023,16,false,Fri,false,false,5311.9,7708,low,false,none,clear,573,424,-149
89415cb4e43ffff,89415cb4ba3ffff,105.8522,21.0286,105.8005,21.0288,20,false,Fri,false,false,5366,9564.3,high,false,none,fog,1367,1598,231
89415cb4cd7ffff,89414369647ffff,105.846,20.998,105.7828,21.0367,15,false,Wed,false,false,7845.5,11136.9,low,false,none,clear,1110,1005,-105
89415cb4987ffff,89415cb684bffff,105.7991,21.0055,105.8558,20.9732,17,true,Fri,false,false,6895.6,11388.8,high,false,none,clear,2116,2719,603
894143682c3ffff,89415cb4bc3ffff,105.7356,20.999,105.814,21.0335,8,true,Mon,false,false,8996.7,10588.6,severe,false,none,clear,4643,6413,1770
89415cb4bc3ffff,89415cb4cd7ffff,105.814,21.0335,105.846,20.998,8,true,Sun,true,false,5159,6938.7,high,false,none,clear,1074,1718,644
89415cb4cd7ffff,89415cb4ba3ffff,105.846,20.998,105.8005,21.0288,11,false,Wed,false,false,5834,8741,medium,false,none,cloudy,1086,1212,126
89415cb4193ffff,89414369647ffff,105.868,20.9946,105.7818,21.0379,11,false,Sun,true,false,10160.6,16611.5,low,true,light,rain,1400,1496,96
89415cb4a47ffff,89415ca7123ffff,105.833,21.046,105.8012,21.1188,18,true,Tue,false,false,8741.5,11765.5,severe,false,none,clear,3505,4157,652
89415cb4a47ffff,89415cb4d47ffff,105.833,21.046,105.8175,21.0023,23,false,Fri,false,false,5118.6,8558.7,low,false,none,clear,743,509,-234
894143682c3ffff,89414369647ffff,105.7356,20.999,105.7818,21.0379,6,false,Mon,false,false,6458,9650.1,low,true,heavy,storm,828,1251,423
89415cb4b97ffff,89415cb49afffff,105.8067,21.0238,105.7898,21.0093,8,true,Tue,false,false,2382.6,3209.2,high,false,none,cloudy,501,886,385
89415cb4bc3ffff,89415cb4ba3ffff,105.814,21.0335,105.8005,21.0288,17,true,Sat,true,false,1495.4,1815,severe,false,none,clear,637,2240,1603
89414368657ffff,894143682c3ffff,105.747,20.9881,105.7356,20.999,9,false,Fri,false,false,1694,2220.1,medium,false,none,cloudy,289,393,104
89414369647ffff,89415cb4bc3ffff,105.7818,21.0379,105.814,21.0335,18,true,Tue,false,false,3377.5,4689.7,severe,false,none,cloudy,2335,3438,1103
89415cb4cd7ffff,89415cb5dc7ffff,105.846,20.998,105.8598,21.0422,15,false,Fri,false,false,5119.3,8061.8,low,false,none,clear,642,675,33
89415cb4b97ffff,89415cb4d5bffff,105.8067,21.0238,105.8249,21.0049,8,true,Fri,false,true,2825.9,3849.6,high,false,none,clear,550,1781,1231
89415cb5dc7ffff,89415ca7123ffff,105.8598,21.0422,105.8012,21.1188,20,false,Tue,false,false,10464.9,12088.3,high,false,none,cloudy,1953,2549,596
8941436945bffff,89414369647ffff,105.783,21.0167,105.7818,21.0379,12,false,Sun,true,false,2360.6,2673.2,low,true,very_heavy,rain,215,1085,870
89415cb4d47ffff,89415cb49afffff,105.8175,21.0023,105.7898,21.0093,18,true,Tue,false,false,2978.9,4149.5,high,false,none,cloudy,730,1076,346
89415ca640bffff,89415cb4e3bffff,105.8127,21.0592,105.8417,21.0247,4,false,Sat,true,true,4875.9,6702.9,low,true,moderate,rain,491,787,296
89415cb4193ffff,89414369617ffff,105.868,20.9946,105.7787,21.0282,11,false,Wed,false,false,9994.1,12774.9,low,false,none,clear,1061,968,-93
89414369647ffff,89414369617ffff,105.7828,21.0367,105.7787,21.0282,18,true,Tue,false,false,1036.5,1109.7,high,false,none,cloudy,167,1090,923
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,13,false,Fri,false,false,7258.9,9750.9,severe,true,very_heavy,rain,3085,4885,1800
89415cb4d47ffff,894143682c3ffff,105.8175,21.0023,105.7356,20.999,20,false,Mon,false,false,8509.9,12531.9,high,false,none,clear,2831,3118,287
89415ca7123ffff,89415cb684bffff,105.8012,21.1188,105.8558,20.9732,15,false,Mon,false,false,17152.9,21082.2,low,false,none,cloudy,1575,1626,51
89415cb4987ffff,89415cb4e3bffff,105.7991,21.0055,105.8417,21.0247,6,false,Mon,false,false,4910.3,6021.7,severe,false,none,clear,1863,2777,914
89415cb4d47ffff,89415cb4a47ffff,105.8175,21.0023,105.833,21.046,10,false,Wed,false,false,5118.6,7431.4,medium,false,none,cloudy,863,939,76
894143682c3ffff,8941436945bffff,105.7356,20.999,105.783,21.0167,12,false,Sat,true,false,5299.3,7481.6,medium,true,very_heavy,rain,808,1279,471
89415cb4bc3ffff,89415cb4e43ffff,105.814,21.0335,105.8522,21.0286,13,false,Sat,true,false,4002,4674.8,medium,true,moderate,rain,471,589,118
